날짜,알고리즘,dog,cat,apple,time
날짜,알고리즘,dog,cat,apple,time
2024-10-11 10:04:58,fix,0,0,10,300.5035994052887
2024-10-11 12:30:52,fix,0,0,10,305.4804952144623
2024-10-11 16:54:12,RR,3,3,3,315.66828060150146
2024-10-11 17:12:11,RR,1,1,1,105.25472640991211
2024-10-11 17:15:05,fix,0,0,3,95.16984272003174
2024-10-11 17:54:30,fix,0,0,10,305.4747779369354
